"","Year","Month","Day","Onset_time","Duration","Time_Max_Speed","Max_Speed","MJO_Phase","MJO_Mag","Event_Type","Flip2_Onset_Time","Flip2_Duration","Flip2_Time_Max_speed","Flip2_Max_Speed"
"289",2018,10,17,9.96,9.04,14,2.77,3,0.6,"Classic",9999,9999,9999,9999
"290",2018,10,18,9.04,9.64,13,2.33,3,0.28,"Classic",9999,9999,9999,9999
"291",2018,10,19,8.99,9.79,13,1.34,8,0.32,"Classic",9999,9999,9999,9999
"292",2018,10,20,8.7,10.24,14,1.94,8,0.45,"Classic",9999,9999,9999,9999
"293",2018,10,21,9.7,6.23,13,1.68,8,0.51,"Interruption",19.91,2.54,21,0.25
"294",2018,10,22,9.79,8.67,14,3.23,8,0.27,"Classic",9999,9999,9999,9999
"295",2018,10,23,12.04,5.37,15,1.31,8,0.28,"Interruption",1.41,5.08,4,1.04
"296",2018,10,24,9.83,8.82,13,1.46,7,0.58,"Classic",9999,9999,9999,9999
"297",2018,10,25,9.21,10.4,14,1.7,7,0.79,"Classic",9999,9999,9999,9999
"298",2018,10,26,9.46,8.31,13,1.58,7,1.06,"Classic",9999,9999,9999,9999
"299",2018,10,27,7.35,9.51,12,2.4,7,1.24,"Classic",9999,9999,9999,9999
"300",2018,10,28,9.5,10.47,13,1.8,7,1.26,"Classic",9999,9999,9999,9999
"301",2018,10,29,6.36,12.97,15,1.44,8,1.15,"Interruption",4.44,2.82,6,0.08
"302",2018,10,30,8.23,8.22,13,0.98,8,1.16,"Classic",9999,9999,9999,9999
"303",2018,10,31,9.71,11.88,13,2.2,1,1.54,"Classic",9999,9999,9999,9999
"304",2018,11,1,10.19,11.91,13,2.31,1,1.83,"Classic",9999,9999,9999,9999
"305",2018,11,2,9.37,7.45,13,2.23,1,2.18,"Classic",9999,9999,9999,9999
"306",2018,11,3,8.17,8.89,13,2.49,2,1.8,"Classic",9999,9999,9999,9999
"307",2018,11,4,10.34,8.73,13,1.69,2,1.81,"Classic",9999,9999,9999,9999
"308",2018,11,5,9.26,8.66,14,2.34,2,1.68,"Classic",9999,9999,9999,9999
"309",2018,11,6,8.84,10.16,14,1.58,2,1.77,"Interruption",21.65,3.68,0,0.22
"310",2018,11,7,7.47,11.99,11,1.35,3,1.53,"Classic",9999,9999,9999,9999
"311",2018,11,8,9.87,18.33,19,2.38,3,1.62,"Classic",9999,9999,9999,9999
"312",2018,11,9,11.64,7.14,14,0.83,3,1.66,"Interruption",0.36,3.02,2,0.21
"313",2018,11,10,14.46,11.64,23,0.4,4,1.69,"Classic",9999,9999,9999,9999
"314",2018,11,11,11.24,8.63,16,2.24,4,1.63,"Classic",9999,9999,9999,9999
"315",2018,11,12,11.03,9.97,14,1.79,4,1.54,"Classic",9999,9999,9999,9999
"316",2018,11,13,11.43,8.96,17,1.36,5,1.42,"Interruption",23.33,6.92,3,0.6
"317",2018,11,14,12.78,5.63,15,1.11,5,1.32,"Interruption",2.32,3.43,4,0.48
"318",2018,11,15,10.95,11.02,14,1.78,5,0.98,"Classic",9999,9999,9999,9999
"319",2018,11,16,11.56,9.43,15,2.07,5,0.87,"Classic",9999,9999,9999,9999
"320",2018,11,17,9.5,8.36,13,2.27,5,0.9,"Classic",9999,9999,9999,9999
"321",2018,11,18,8.57,8.34,13,1.16,5,1.11,"Classic",9999,9999,9999,9999
"322",2018,11,19,9.75,9.82,14,1.87,5,0.89,"Classic",9999,9999,9999,9999
"323",2018,11,20,10.11,10.86,13,1.61,5,0.73,"Classic",9999,9999,9999,9999
"324",2018,11,21,9.23,12.04,13,1.73,5,0.83,"Classic",9999,9999,9999,9999
"325",2018,11,22,10.16,9.74,14,2.43,6,1.01,"Classic",9999,9999,9999,9999
"326",2018,11,23,8.35,10.8,15,1.71,6,1.24,"Classic",9999,9999,9999,9999
"327",2018,11,24,9.1,11.12,14,1.45,7,1.2,"Interruption",1.62,6.98,5,1.3
"328",2018,11,26,9.4,9.79,16,2.7,7,1.35,"Classic",9999,9999,9999,9999
"329",2018,11,27,9.98,9.74,14,1.91,7,1.4,"Classic",9999,9999,9999,9999
"330",2018,11,28,8.47,7.82,12,1.77,8,1.25,"Classic",9999,9999,9999,9999
"331",2018,11,29,7.19,10.39,14,2.29,8,1.24,"Interruption",5.72,9.45,9,0.65
"332",2018,11,30,18.49,3.03,20,0.13,8,1.32,"Classic",9999,9999,9999,9999
"333",2018,12,1,10.75,5.98,14,1.46,8,1.39,"Interruption",23.38,6.03,3,1.4
"334",2018,12,2,10.27,6.3,13,1.66,1,1.6,"Interruption",20.89,3.18,22,0.36
"335",2018,12,3,9.95,8.6,14,1.91,1,1.86,"Classic",9999,9999,9999,9999
"336",2018,12,4,9.32,7.13,13,1.65,2,2.15,"Classic",9999,9999,9999,9999
"337",2018,12,5,9.71,8.29,14,1.78,2,2.09,"Interruption",20.78,6.68,0,0.64
"338",2018,12,6,11.31,6.38,14,1.06,2,2.13,"Classic",9999,9999,9999,9999
"339",2018,12,7,9.77,8.48,14,2.45,2,2.04,"Classic",9999,9999,9999,9999
"340",2018,12,8,10.25,7.07,14,2.42,2,1.76,"Classic",9999,9999,9999,9999
"341",2018,12,9,9.64,9.91,12,1.47,3,1.66,"Classic",9999,9999,9999,9999
"342",2018,12,10,8.98,9.22,14,3.1,3,1.96,"Classic",9999,9999,9999,9999
"343",2018,12,11,9.7,8.33,14,2.36,3,2.15,"Classic",9999,9999,9999,9999
"344",2018,12,12,10.87,12.48,15,2.78,3,2.24,"Classic",9999,9999,9999,9999
"345",2018,12,13,11.15,13.4,15,3.54,3,2.49,"Classic",9999,9999,9999,9999
"346",2018,12,14,13.25,4.91,15,0.84,4,2.29,"Classic",9999,9999,9999,9999
"347",2018,12,15,12.1,7.69,16,2.19,4,2.11,"Classic",9999,9999,9999,9999
"348",2018,12,16,11.71,13.01,15,1.55,4,2.17,"Classic",9999,9999,9999,9999
"349",2018,12,17,12.43,9.08,15,0.92,4,1.95,"Interruption",1.18,4.72,4,0.56
"350",2018,12,18,10.42,7.63,14,1.52,4,1.92,"Classic",9999,9999,9999,9999
"351",2018,12,19,7.33,12.86,16,2.62,4,1.99,"Classic",9999,9999,9999,9999
"352",2018,12,20,11.16,10.24,15,2.63,5,2.09,"Classic",9999,9999,9999,9999
"353",2018,12,21,10.09,7.98,14,2.15,5,2.47,"Classic",9999,9999,9999,9999
"354",2018,12,22,9.11,15.29,17,1.89,5,2.8,"Classic",9999,9999,9999,9999
"355",2018,12,23,16.9,9.78,19,0.61,5,2.67,"Classic",9999,9999,9999,9999
"356",2018,12,24,10.67,8.89,15,1.34,5,2.72,"Interruption",0.86,2.92,2,0.16
"357",2018,12,25,11.87,10.37,18,1.86,5,3.07,"Classic",9999,9999,9999,9999
"358",2018,12,26,12.02,10.3,16,1.8,5,3.13,"Classic",9999,9999,9999,9999
"359",2018,12,27,12.17,7.62,16,1.91,5,3.08,"Classic",9999,9999,9999,9999
"360",2018,12,28,11.92,10.13,17,2.85,5,2.8,"Classic",9999,9999,9999,9999
"361",2018,12,29,10.72,9.76,16,0.98,5,2.52,"Classic",9999,9999,9999,9999
"362",2018,12,30,9.26,12.87,15,2.43,5,2.42,"Classic",9999,9999,9999,9999
"363",2018,12,31,10.76,10.5,15,1.54,5,2.54,"Classic",9999,9999,9999,9999
